Source,Target,Type,id,label,timeset,weight,sourcename,targetname,edgebetweenness
568,1207,Undirected,9764,5-hydroxytryptamine receptor 2C***,,1.0,Minaprine,Agomelatine,0.01017523835101383
568,1225,Undirected,9765,Sodium-dependent serotonin transporter***,,1.0,Minaprine,Vilazodone,0.0014536054787162617
568,1235,Undirected,9766,Sodium-dependent serotonin transporter***,,1.0,Minaprine,Desvenlafaxine,0.0019705921847723916
568,1236,Undirected,9767,Sodium-dependent serotonin transporter***,,1.0,Minaprine,Dexmethylphenidate,0.0019705921847723916
568,1302,Undirected,9768,5-hydroxytryptamine receptor 2A***,,1.0,Minaprine,Lurasidone,0.002390224251376393
568,1381,Undirected,9769,5-hydroxytryptamine receptor 2A***Sodium-dependent serotonin transporter***,,2.0,Minaprine,Butriptyline,0.0027595004699879147
568,1410,Undirected,9770,Sodium-dependent serotonin transporter***,,1.0,Minaprine,Vortioxetine,0.0021888008594064725
568,1431,Undirected,9771,Dopamine D2 receptor***,,1.0,Minaprine,Quinagolide,0.0022357996508661207
568,1452,Undirected,9772,Dopamine D2 receptor***5-hydroxytryptamine receptor 2A***,,2.0,Minaprine,Brexpiprazole,0.002544648851886666
568,1477,Undirected,9773,5-hydroxytryptamine receptor 2A***Sodium-dependent serotonin transporter***,,2.0,Minaprine,Dosulepin,0.006975963475224923
568,1489,Undirected,9774,5-hydroxytryptamine receptor 2A***Sodium-dependent serotonin transporter***,,2.0,Minaprine,Zotepine,0.0015509601181683899
319,322,Undirected,4979,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Prazosin,8.627635289378274E-4
319,323,Undirected,4980,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Imipramine,0.0022022290855378004
319,335,Undirected,4981,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Chlorpromazine,0.0014737478179132537
319,345,Undirected,4982,Dopamine D2 receptor***,,1.0,Droperidol,Buspirone,8.627635289378274E-4
319,356,Undirected,4983,Dopamine D2 receptor***,,1.0,Droperidol,Haloperidol,7.385524372230429E-4
319,359,Undirected,4984,Dopamine D2 receptor***,,1.0,Droperidol,Triflupromazine,0.001077615147039076
319,379,Undirected,4985,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Nortriptyline,0.0012286826910165166
319,382,Undirected,4986,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Amoxapine,0.0016113871357593661
319,389,Undirected,4987,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Lamotrigine,0.006029273532966295
319,400,Undirected,4988,Dopamine D2 receptor***,,1.0,Droperidol,Cinnarizine,0.001597958909628038
319,418,Undirected,4989,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Doxazosin,6.411977977709145E-4
319,443,Undirected,4990,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Nicardipine,0.0016684570968175103
319,444,Undirected,4991,Dopamine D2 receptor***,,1.0,Droperidol,Fluphenazine,7.049818718947227E-4
319,465,Undirected,4992,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Trazodone,0.0012051832952866925
319,469,Undirected,4993,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Verapamil,0.0020578756546260238
319,481,Undirected,4994,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Thioridazine,4.498455753994897E-4
319,492,Undirected,4995,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Phentolamine,5.908419497784342E-4
319,496,Undirected,4996,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Nicergoline,5.639854975157782E-4
319,502,Undirected,4997,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Tamsulosin,5.807707801799382E-4
319,510,Undirected,4998,Dopamine D2 receptor***,,1.0,Droperidol,Paroxetine,0.0014569625352490935
319,519,Undirected,4999,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Trimipramine,0.0013327514435343092
319,524,Undirected,5000,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Risperidone,6.680542500335705E-4
319,534,Undirected,5001,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Epinastine,0.0012320397475493487
319,550,Undirected,5002,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Propiomazine,5.06915536457634E-4
319,562,Undirected,5003,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Tolazoline,9.500469987914597E-4
319,563,Undirected,5004,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Fenoldopam,6.915536457633946E-4
319,583,Undirected,5005,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Trifluoperazine,3.1892037061904125E-4
319,598,Undirected,5006,Dopamine D2 receptor***,,1.0,Droperidol,Perphenazine,7.049818718947227E-4
319,612,Undirected,5007,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Flupentixol,4.8005908419497783E-4
319,634,Undirected,5008,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Quinidine,0.0012353968040821808
319,648,Undirected,5009,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Phenoxybenzamine,8.594064724049953E-4
319,655,Undirected,5010,Dopamine D2 receptor***,,1.0,Droperidol,Mesoridazine,3.860615012756815E-4
319,736,Undirected,5011,Dopamine D2 receptor***,,1.0,Droperidol,Memantine,9.299046595944675E-4
319,748,Undirected,5012,Dopamine D2 receptor***,,1.0,Droperidol,Acetophenazine,6.915536457633946E-4
319,776,Undirected,5013,Dopamine D2 receptor***,,1.0,Droperidol,Pimozide,8.493353028064993E-4
319,802,Undirected,5014,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Carvedilol,9.769034510541158E-4
319,812,Undirected,5015,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Nefazodone,0.0014636766483147577
319,823,Undirected,5016,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Terazosin,7.553377198872029E-4
319,833,Undirected,5017,Dopamine D2 receptor***,,1.0,Droperidol,Escitalopram,0.001577816570431046
319,841,Undirected,5018,Dopamine D2 receptor***,,1.0,Droperidol,Domperidone,6.915536457633946E-4
319,854,Undirected,5019,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Bromocriptine,0.001309252047804485
319,875,Undirected,5020,Dopamine D2 receptor***,,1.0,Droperidol,Quetiapine,0.001064186920907748
319,883,Undirected,5021,Dopamine D2 receptor***,,1.0,Droperidol,Metoclopramide,8.023365113468511E-4
319,886,Undirected,5022,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Aripiprazole,9.601181683899557E-4
319,887,Undirected,5023,Dopamine D2 receptor***,,1.0,Droperidol,Chlorprothixene,9.701893379884518E-4
319,908,Undirected,5024,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Paliperidone,8.258359070766752E-4
319,963,Undirected,5025,Dopamine D2 receptor***,,1.0,Droperidol,Yohimbine,5.23700819121794E-4
319,969,Undirected,5026,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Methotrimeprazine,9.231905465288035E-4
319,1026,Undirected,5027,Dopamine D2 receptor***,,1.0,Droperidol,Molindone,9.466899422586276E-4
319,1029,Undirected,5028,Dopamine D2 receptor***,,1.0,Droperidol,Pipotiazine,5.06915536457634E-4
319,1030,Undirected,5029,Dopamine D2 receptor***,,1.0,Droperidol,Thiothixene,3.961326708741775E-4
319,1031,Undirected,5030,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Zuclopenthixol,5.505572713844501E-4
319,1081,Undirected,5031,Dopamine D2 receptor***,,1.0,Droperidol,Fluspirilene,4.666308580636498E-4
319,1083,Undirected,5032,Dopamine D2 receptor***,,1.0,Droperidol,Tetrabenazine,0.0010944004297032362
319,1087,Undirected,5033,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Dronedarone,0.002104874446085672
319,1105,Undirected,5034,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Iloperidone,6.143413455082583E-4
319,1143,Undirected,5035,Dopamine D2 receptor***,,1.0,Droperidol,Sertindole,5.505572713844501E-4
319,1146,Undirected,5036,Dopamine D2 receptor***,,1.0,Droperidol,Mianserin,0.0017221700013428226
319,1151,Undirected,5037,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Pizotifen,0.0011548274472942125
319,1165,Undirected,5038,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Silodosin,5.807707801799382E-4
319,1171,Undirected,5039,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Droperidol,Asenapine,9.433328857257956E-4
319,1187,Undirected,5040,Dopamine D2 receptor***,,1.0,Droperidol,Amisulpride,3.894185578085135E-4
319,1302,Undirected,5041,Dopamine D2 receptor***,,1.0,Droperidol,Lurasidone,4.532026319323217E-4
319,1369,Undirected,5042,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Indoramin,5.639854975157782E-4
319,1489,Undirected,5043,Dopamine D2 receptor***,,1.0,Droperidol,Zotepine,0.0013898214045924534
319,1685,Undirected,5044,Alpha-1A adrenergic receptor***,,1.0,Droperidol,Propiverine,0.001329394387001477
322,323,Undirected,5118,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Prazosin,Imipramine,0.001980663354370888
322,332,Undirected,5119,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Fluoxetine,0.0015375318920370618
322,335,Undirected,5120,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,3.0,Prazosin,Chlorpromazine,0.0016516718141533504
322,344,Undirected,5121,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Sotalol,5.639854975157782E-4
322,379,Undirected,5122,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Nortriptyline,0.0018799516583859273
322,382,Undirected,5123,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Amoxapine,0.002319726064186921
322,389,Undirected,5124,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Lamotrigine,0.005747280784208406
322,390,Undirected,5125,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Hydroxyzine,7.184100980260508E-4
322,418,Undirected,5126,Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,2.0,Prazosin,Doxazosin,9.567611118571237E-4
322,428,Undirected,5127,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Cisapride,7.284812676245468E-4
322,443,Undirected,5128,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Nicardipine,0.0015274607224385658
322,451,Undirected,5129,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Astemizole,6.848395326977307E-4
322,465,Undirected,5130,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Trazodone,0.0014771048744460858
322,469,Undirected,5131,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Prazosin,Verapamil,0.0013394655565999731
322,481,Undirected,5132,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,3.0,Prazosin,Thioridazine,6.277695716395864E-4
322,492,Undirected,5133,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Phentolamine,4.129179535383376E-4
322,496,Undirected,5134,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Nicergoline,3.860615012756815E-4
322,502,Undirected,5135,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Tamsulosin,3.491338794145293E-4
322,519,Undirected,5136,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Prazosin,Trimipramine,0.0019336645629112394
322,524,Undirected,5137,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Prazosin,Risperidone,0.001282395595541829
322,534,Undirected,5138,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Epinastine,0.0017691687928024708
322,550,Undirected,5139,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Propiomazine,0.0012118974083523567
322,562,Undirected,5140,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Tolazoline,5.539143279172822E-4
322,563,Undirected,5141,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Fenoldopam,5.539143279172822E-4
322,583,Undirected,5142,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Trifluoperazine,0.0010608298643749162
322,612,Undirected,5143,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Flupentixol,0.0011682556734255406
322,634,Undirected,5144,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Prazosin,Quinidine,6.411977977709145E-4
322,648,Undirected,5145,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Phenoxybenzamine,7.62051832952867E-4
322,730,Undirected,5146,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Procainamide,0.0011178998254330603
322,776,Undirected,5147,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Pimozide,0.0010843292601047402
322,802,Undirected,5148,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Prazosin,Carvedilol,3.222774271518732E-4
322,812,Undirected,5149,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,3.0,Prazosin,Nefazodone,0.001262253256344837
322,823,Undirected,5150,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Prazosin,Terazosin,6.714113065664026E-6
322,839,Undirected,5151,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Propafenone,0.0011615415603598764
322,849,Undirected,5152,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Flecainide,0.0011178998254330603
322,854,Undirected,5153,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Prazosin,Bromocriptine,0.002396938364442057
322,870,Undirected,5154,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Halofantrine,8.090506244125151E-4
322,886,Undirected,5155,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Prazosin,Aripiprazole,0.0016449577010876862
322,891,Undirected,5156,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Bepridil,0.0024305089297703775
322,908,Undirected,5157,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Prazosin,Paliperidone,0.0014468913656505975
322,969,Undirected,5158,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Methotrimeprazine,0.001524103665905734
322,995,Undirected,5159,Alpha-1B adrenergic receptor***,,1.0,Prazosin,Dextroamphetamine,0.001564388344299718
322,1019,Undirected,5160,Alpha-1B adrenergic receptor***,,1.0,Prazosin,Periciazine,5.37129045253122E-4
322,1031,Undirected,5161,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Zuclopenthixol,0.0012387538606150128
322,1087,Undirected,5162,Potassium voltage-gated channel subfamily H member 2***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Prazosin,Dronedarone,0.0010709010339734122
322,1105,Undirected,5163,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Iloperidone,0.0012891097086074929
322,1143,Undirected,5164,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Sertindole,7.687659460185309E-4
322,1151,Undirected,5165,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Pizotifen,0.0013931784611252854
322,1165,Undirected,5166,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Prazosin,Silodosin,3.491338794145293E-4
322,1171,Undirected,5167,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Asenapine,0.0016382435880220223
322,1369,Undirected,5168,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Indoramin,3.860615012756815E-4
322,1452,Undirected,5169,Alpha-1B adrenergic receptor***,,1.0,Prazosin,Brexpiprazole,8.963340942661474E-4
322,1587,Undirected,5170,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Pentoxyverine,0.0022928696119242646
322,1624,Undirected,5171,Potassium voltage-gated channel subfamily H member 2***,,1.0,Prazosin,Isavuconazole,0.0012253256344836848
322,1685,Undirected,5172,Alpha-1A adrenergic receptor***,,1.0,Prazosin,Propiverine,0.0014066066872566133
332,335,Undirected,5406,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Chlorpromazine,0.0032899154021753725
332,344,Undirected,5407,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Sotalol,0.0025077212300255135
332,379,Undirected,5408,5-hydroxytryptamine receptor 2C***Sodium-dependent serotonin transporter***,,2.0,Fluoxetine,Nortriptyline,0.002581576473747818
332,382,Undirected,5409,5-hydroxytryptamine receptor 2C***Sodium-dependent serotonin transporter***,,2.0,Fluoxetine,Amoxapine,0.0024942930038941856
332,390,Undirected,5410,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Hydroxyzine,0.0038337585604941585
332,398,Undirected,5411,Neuronal acetylcholine receptor subunit alpha-2***,,1.0,Fluoxetine,Cisatracurium,0.016201154827447294
332,406,Undirected,5412,Sodium-dependent serotonin transporter***,,1.0,Fluoxetine,Fenfluramine,0.0015106754397744059
332,411,Undirected,5413,Sodium-dependent serotonin transporter***,,1.0,Fluoxetine,Mazindol,0.001282395595541829
332,428,Undirected,5414,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Cisapride,0.0019269504498455755
332,451,Undirected,5415,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Astemizole,0.0017658117362696387
332,465,Undirected,5416,Sodium-dependent serotonin transporter***,,1.0,Fluoxetine,Trazodone,0.0019940915805022157
332,466,Undirected,5417,Neuronal acetylcholine receptor subunit alpha-2***,,1.0,Fluoxetine,Mecamylamine,0.016201154827447294
332,469,Undirected,5418,Potassium voltage-gated channel subfamily H member 2***Sodium-dependent serotonin transporter***,,2.0,Fluoxetine,Verapamil,0.002631932321740298
332,481,Undirected,5419,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Thioridazine,0.0018933798845172552
332,510,Undirected,5420,Sodium-dependent serotonin transporter***,,1.0,Fluoxetine,Paroxetine,0.003024707936081644
332,515,Undirected,5421,Neuronal acetylcholine receptor subunit alpha-2***,,1.0,Fluoxetine,Procaine,0.024509869746206527
332,519,Undirected,5422,5-hydroxytryptamine receptor 2C***Sodium-dependent serotonin transporter***,,2.0,Fluoxetine,Trimipramine,0.0022123002551362966
332,520,Undirected,5423,Neuronal acetylcholine receptor subunit alpha-2***,,1.0,Fluoxetine,Rocuronium,0.002326440177252585
332,524,Undirected,5424,5-hydroxytryptamine receptor 2C***,,1.0,Fluoxetine,Risperidone,0.0026420034913387943
332,550,Undirected,5425,5-hydroxytryptamine receptor 2C***,,1.0,Fluoxetine,Propiomazine,0.002897139787834027
332,568,Undirected,5426,5-hydroxytryptamine receptor 2C***Sodium-dependent serotonin transporter***,,2.0,Fluoxetine,Minaprine,0.0030112797099503155
332,600,Undirected,5427,Sodium-dependent serotonin transporter***,,1.0,Fluoxetine,Pseudoephedrine,0.03451054115751309
332,634,Undirected,5428,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Quinidine,0.0022190143682019607
332,695,Undirected,5429,Sodium-dependent serotonin transporter***,,1.0,Fluoxetine,Dopamine,0.0023835101383107293
332,730,Undirected,5430,Potassium voltage-gated channel subfamily H member 2***,,1.0,Fluoxetine,Procainamide,0.0033436283067006848
